tweet,class
and halala too hiw can u forget halala while speaking abt triple talaque halala is d only motto of maulvi true,1
i have rarely seen him make comments on buy or sell most of the times he just explains what has happened or what is likely to happen in simple words thats either his own judgement or experts observation the guy has a gift of gab,0
gujarat in the westwhat a thing and manipur in the east what a disastersigh,0
your problem is your religion he may be a noble laureate here the question is hard work how hard did he work to show the might or the valour of india to the rest of the world like our pm his daughter is in films who is ready to act even nude so the second thing is our culture and values considering your religion this may be insignificant to you but that is another curse on india we have to bear it,1
the solution could had been availability of currency in abundance or swift replacement of new currency within say days of announcement but sadly nothing happened this has resulted in miseries of common people and taken out wind from the move bad experience,0
as per rbi guidelines the name of a customer is not important while transferring the funds through net banking,0
porkistan go home have more intercourse produce more terrorists on borderindian army is waiting their to send them to jannat allah tooh akbar,1
we are in the job of supplying fuel days hpcl cmd,0
how can this be a great move when there are people losing there livesgood innocent people totally not justied,0
clearly not read historyonly some distorted form of it serving a particular section i wonder whether the real struggle of indian independence would remain intact for coming generation to know what inspired it india turning into a reluctant democracy with a rider,1
pakistan is a terrorist country with no humanity and development vision one should not forget that this country is born only for jihadi activities and terrorism,1
sonia i am holding rel cap please suggest what to do,0
most modi bhakts are biggest c and hate mongers of the era how comes pk was insult to hindu god it was a lesson for the people to not fall in the trap of dhongi babas and yogi all,1
hey why dont you choose dog vijay singh then you dont have to worry about any govt as you wont have any,1
did tata group breach their own rules im referring to the age bracket,0
this is totally insane if kashmir citizen was not indian then way we need there country we indians occupied them so its our duty to protect them and provide them there basic needs and wants,1
they shouldnt experiment with some solution created through their delusional minds and destroy rivers even further,1
ur the digest drama artist i saw in my life ur just a puppet everyone knows whos the puppet master,1
